OID,protein_name,panel,primary_literature_aligned_pathway_draft,secondary_literature_aligned_pathways_draft,all_literature_aligned_pathways_draft,current_rule_pathways,assignment_basis_summary,why_primary_pathway_draft,review_status,notes_for_reviewer,review_flag
OID00545,FGF-19,Olink INFLAMMATION(v.3021),Hormone / neuroendocrine / HPA-like systemic signaling,Endothelial / BBB / neurovascular unit; Synaptic / neuronal plasticity / neurotrophic signaling,Hormone / neuroendocrine / HPA-like systemic signaling; Endothelial / BBB / neurovascular unit; Synaptic / neuronal plasticity / neurotrophic signaling,Angiogenesis_vascular_repair_growth_factor; Hormone_neuroendocrine_signaling,"hormonal, neuroendocrine, or systemic stress-signaling marker","FGF-19 is provisionally assigned to 'Hormone / neuroendocrine / HPA-like systemic signaling' because stress/neuroendocrine pathways are relevant in depression biology, but assignment in plasma proteomics needs expert review. Current rule pathways: Angiogenesis_vascular_repair_growth_factor; Hormone_neuroendocrine_signaling.",needs biologist review,"Draft. Please confirm, split, merge, or remove. Multiple pathway membership is allowed; primary pathway is only for simplified scoring/classification.",multi-pathway
OID00410,FGF-21,Olink CARDIOVASCULAR II(v.5006),Hormone / neuroendocrine / HPA-like systemic signaling,Endothelial / BBB / neurovascular unit; Synaptic / neuronal plasticity / neurotrophic signaling,Hormone / neuroendocrine / HPA-like systemic signaling; Endothelial / BBB / neurovascular unit; Synaptic / neuronal plasticity / neurotrophic signaling,Angiogenesis_vascular_repair_growth_factor; Hormone_neuroendocrine_signaling,"hormonal, neuroendocrine, or systemic stress-signaling marker","FGF-21 is provisionally assigned to 'Hormone / neuroendocrine / HPA-like systemic signaling' because stress/neuroendocrine pathways are relevant in depression biology, but assignment in plasma proteomics needs expert review. Current rule pathways: Angiogenesis_vascular_repair_growth_factor; Hormone_neuroendocrine_signaling.",needs biologist review,"Draft. Please confirm, split, merge, or remove. Multiple pathway membership is allowed; primary pathway is only for simplified scoring/classification.",multi-pathway
OID01387,FGF-21,Olink CELL REGULATION(v.3702),Hormone / neuroendocrine / HPA-like systemic signaling,Endothelial / BBB / neurovascular unit; Synaptic / neuronal plasticity / neurotrophic signaling,Hormone / neuroendocrine / HPA-like systemic signaling; Endothelial / BBB / neurovascular unit; Synaptic / neuronal plasticity / neurotrophic signaling,Angiogenesis_vascular_repair_growth_factor; Hormone_neuroendocrine_signaling,"hormonal, neuroendocrine, or systemic stress-signaling marker","FGF-21 is provisionally assigned to 'Hormone / neuroendocrine / HPA-like systemic signaling' because stress/neuroendocrine pathways are relevant in depression biology, but assignment in plasma proteomics needs expert review. Current rule pathways: Angiogenesis_vascular_repair_growth_factor; Hormone_neuroendocrine_signaling.",needs biologist review,"Draft. Please confirm, split, merge, or remove. Multiple pathway membership is allowed; primary pathway is only for simplified scoring/classification.",multi-pathway
OID00512,FGF-21,Olink INFLAMMATION(v.3021),Hormone / neuroendocrine / HPA-like systemic signaling,Endothelial / BBB / neurovascular unit; Synaptic / neuronal plasticity / neurotrophic signaling,Hormone / neuroendocrine / HPA-like systemic signaling; Endothelial / BBB / neurovascular unit; Synaptic / neuronal plasticity / neurotrophic signaling,Angiogenesis_vascular_repair_growth_factor; Hormone_neuroendocrine_signaling,"hormonal, neuroendocrine, or systemic stress-signaling marker","FGF-21 is provisionally assigned to 'Hormone / neuroendocrine / HPA-like systemic signaling' because stress/neuroendocrine pathways are relevant in depression biology, but assignment in plasma proteomics needs expert review. Current rule pathways: Angiogenesis_vascular_repair_growth_factor; Hormone_neuroendocrine_signaling.",needs biologist review,"Draft. Please confirm, split, merge, or remove. Multiple pathway membership is allowed; primary pathway is only for simplified scoring/classification.",multi-pathway
OID00415,FGF-23,Olink CARDIOVASCULAR II(v.5006),Hormone / neuroendocrine / HPA-like systemic signaling,Endothelial / BBB / neurovascular unit; Synaptic / neuronal plasticity / neurotrophic signaling,Hormone / neuroendocrine / HPA-like systemic signaling; Endothelial / BBB / neurovascular unit; Synaptic / neuronal plasticity / neurotrophic signaling,Angiogenesis_vascular_repair_growth_factor; Hormone_neuroendocrine_signaling,"hormonal, neuroendocrine, or systemic stress-signaling marker","FGF-23 is provisionally assigned to 'Hormone / neuroendocrine / HPA-like systemic signaling' because stress/neuroendocrine pathways are relevant in depression biology, but assignment in plasma proteomics needs expert review. Current rule pathways: Angiogenesis_vascular_repair_growth_factor; Hormone_neuroendocrine_signaling.",needs biologist review,"Draft. Please confirm, split, merge, or remove. Multiple pathway membership is allowed; primary pathway is only for simplified scoring/classification.",multi-pathway
OID00507,FGF-23,Olink INFLAMMATION(v.3021),Hormone / neuroendocrine / HPA-like systemic signaling,Endothelial / BBB / neurovascular unit; Synaptic / neuronal plasticity / neurotrophic signaling,Hormone / neuroendocrine / HPA-like systemic signaling; Endothelial / BBB / neurovascular unit; Synaptic / neuronal plasticity / neurotrophic signaling,Angiogenesis_vascular_repair_growth_factor; Hormone_neuroendocrine_signaling,"hormonal, neuroendocrine, or systemic stress-signaling marker","FGF-23 is provisionally assigned to 'Hormone / neuroendocrine / HPA-like systemic signaling' because stress/neuroendocrine pathways are relevant in depression biology, but assignment in plasma proteomics needs expert review. Current rule pathways: Angiogenesis_vascular_repair_growth_factor; Hormone_neuroendocrine_signaling.",needs biologist review,"Draft. Please confirm, split, merge, or remove. Multiple pathway membership is allowed; primary pathway is only for simplified scoring/classification.",multi-pathway
OID00417,GH,Olink CARDIOVASCULAR II(v.5006),Hormone / neuroendocrine / HPA-like systemic signaling,,Hormone / neuroendocrine / HPA-like systemic signaling,Hormone_neuroendocrine_signaling,"hormonal, neuroendocrine, or systemic stress-signaling marker","GH is provisionally assigned to 'Hormone / neuroendocrine / HPA-like systemic signaling' because stress/neuroendocrine pathways are relevant in depression biology, but assignment in plasma proteomics needs expert review. Current rule pathways: Hormone_neuroendocrine_signaling.",needs biologist review,"Draft. Please confirm, split, merge, or remove. Multiple pathway membership is allowed; primary pathway is only for simplified scoring/classification.",single-pathway
OID01328,GH2,Olink CELL REGULATION(v.3702),Hormone / neuroendocrine / HPA-like systemic signaling,,Hormone / neuroendocrine / HPA-like systemic signaling,Hormone_neuroendocrine_signaling,"hormonal, neuroendocrine, or systemic stress-signaling marker","GH2 is provisionally assigned to 'Hormone / neuroendocrine / HPA-like systemic signaling' because stress/neuroendocrine pathways are relevant in depression biology, but assignment in plasma proteomics needs expert review. Current rule pathways: Hormone_neuroendocrine_signaling.",needs biologist review,"Draft. Please confirm, split, merge, or remove. Multiple pathway membership is allowed; primary pathway is only for simplified scoring/classification.",single-pathway
OID01117,LHB,Olink ORGAN DAMAGE(v.3311),Hormone / neuroendocrine / HPA-like systemic signaling,Systemic organ injury / leakage / comorbidity markers,Hormone / neuroendocrine / HPA-like systemic signaling; Systemic organ injury / leakage / comorbidity markers,Hormone_neuroendocrine_signaling; Organ_damage_systemic_stress_response,"hormonal, neuroendocrine, or systemic stress-signaling marker","LHB is provisionally assigned to 'Hormone / neuroendocrine / HPA-like systemic signaling' because stress/neuroendocrine pathways are relevant in depression biology, but assignment in plasma proteomics needs expert review. Current rule pathways: Hormone_neuroendocrine_signaling; Organ_damage_systemic_stress_response.",needs biologist review,"Draft. Please confirm, split, merge, or remove. Multiple pathway membership is allowed; primary pathway is only for simplified scoring/classification.",multi-pathway
OID05431,MLN,Olink ONCOLOGY III(v.4001),Hormone / neuroendocrine / HPA-like systemic signaling,,Hormone / neuroendocrine / HPA-like systemic signaling,Hormone_neuroendocrine_signaling,"hormonal, neuroendocrine, or systemic stress-signaling marker","MLN is provisionally assigned to 'Hormone / neuroendocrine / HPA-like systemic signaling' because stress/neuroendocrine pathways are relevant in depression biology, but assignment in plasma proteomics needs expert review. Current rule pathways: Hormone_neuroendocrine_signaling.",needs biologist review,"Draft. Please confirm, split, merge, or remove. Multiple pathway membership is allowed; primary pathway is only for simplified scoring/classification.",single-pathway
OID05495,NPY,Olink ONCOLOGY III(v.4001),Hormone / neuroendocrine / HPA-like systemic signaling,Synaptic / neuronal plasticity / neurotrophic signaling,Hormone / neuroendocrine / HPA-like systemic signaling; Synaptic / neuronal plasticity / neurotrophic signaling,Hormone_neuroendocrine_signaling; Neural_synapse_axon_plasticity_repair,"hormonal, neuroendocrine, or systemic stress-signaling marker","NPY is provisionally assigned to 'Hormone / neuroendocrine / HPA-like systemic signaling' because stress/neuroendocrine pathways are relevant in depression biology, but assignment in plasma proteomics needs expert review. Current rule pathways: Hormone_neuroendocrine_signaling; Neural_synapse_axon_plasticity_repair.",needs biologist review,"Draft. Please confirm, split, merge, or remove. Multiple pathway membership is allowed; primary pathway is only for simplified scoring/classification.",multi-pathway
OID00726,PPY,Olink ONCOLOGY II(v.7004),Hormone / neuroendocrine / HPA-like systemic signaling,,Hormone / neuroendocrine / HPA-like systemic signaling,Hormone_neuroendocrine_signaling,"hormonal, neuroendocrine, or systemic stress-signaling marker","PPY is provisionally assigned to 'Hormone / neuroendocrine / HPA-like systemic signaling' because stress/neuroendocrine pathways are relevant in depression biology, but assignment in plasma proteomics needs expert review. Current rule pathways: Hormone_neuroendocrine_signaling.",needs biologist review,"Draft. Please confirm, split, merge, or remove. Multiple pathway membership is allowed; primary pathway is only for simplified scoring/classification.",single-pathway
OID00978,PTH1R,Olink IMMUNE RESPONSE(v.3203),Hormone / neuroendocrine / HPA-like systemic signaling,,Hormone / neuroendocrine / HPA-like systemic signaling,Hormone_neuroendocrine_signaling,"hormonal, neuroendocrine, or systemic stress-signaling marker","PTH1R is provisionally assigned to 'Hormone / neuroendocrine / HPA-like systemic signaling' because stress/neuroendocrine pathways are relevant in depression biology, but assignment in plasma proteomics needs expert review. Current rule pathways: Hormone_neuroendocrine_signaling.",needs biologist review,"Draft. Please confirm, split, merge, or remove. Multiple pathway membership is allowed; primary pathway is only for simplified scoring/classification.",single-pathway
OID00423,REN,Olink CARDIOVASCULAR II(v.5006),Hormone / neuroendocrine / HPA-like systemic signaling,,Hormone / neuroendocrine / HPA-like systemic signaling,Hormone_neuroendocrine_signaling,"hormonal, neuroendocrine, or systemic stress-signaling marker","REN is provisionally assigned to 'Hormone / neuroendocrine / HPA-like systemic signaling' because stress/neuroendocrine pathways are relevant in depression biology, but assignment in plasma proteomics needs expert review. Current rule pathways: Hormone_neuroendocrine_signaling.",needs biologist review,"Draft. Please confirm, split, merge, or remove. Multiple pathway membership is allowed; primary pathway is only for simplified scoring/classification.",single-pathway
OID01196,TSHB,Olink METABOLISM(v.3403),Hormone / neuroendocrine / HPA-like systemic signaling,Systemic organ injury / leakage / comorbidity markers,Hormone / neuroendocrine / HPA-like systemic signaling; Systemic organ injury / leakage / comorbidity markers,Hormone_neuroendocrine_signaling; Organ_damage_systemic_stress_response,"hormonal, neuroendocrine, or systemic stress-signaling marker","TSHB is provisionally assigned to 'Hormone / neuroendocrine / HPA-like systemic signaling' because stress/neuroendocrine pathways are relevant in depression biology, but assignment in plasma proteomics needs expert review. Current rule pathways: Hormone_neuroendocrine_signaling; Organ_damage_systemic_stress_response.",needs biologist review,"Draft. Please confirm, split, merge, or remove. Multiple pathway membership is allowed; primary pathway is only for simplified scoring/classification.",multi-pathway
OID01405,ACAN,Olink DEVELOPMENT(v.3511),Integrin / ECM / cell adhesion / vascular remodeling,,Integrin / ECM / cell adhesion / vascular remodeling,ECM_integrin_fibrosis_tissue_remodeling,"integrin, ECM, cadherin, matrix remodeling, or adhesion marker","ACAN is provisionally assigned to 'Integrin / ECM / cell adhesion / vascular remodeling' because the StrokeCog paper separates integrins as a functional group with distinct directionality, and ECM/adhesion biology is relevant to neurovascular remodeling after stroke. Current rule pathways: ECM_integrin_fibrosis_tissue_remodeling.",needs biologist review,"Draft. Please confirm, split, merge, or remove. Multiple pathway membership is allowed; primary pathway is only for simplified scoring/classification.",single-pathway
